City,Longitude,Latitude,Total Population,Male Population,Female Population,Age 0-18,Age 19-35,Age 36-50,Age 51+,Average Temperature (°C),Mortality Rate (%),Average Income (AED),Healthcare Expenditure (% of Income)
Fujairah,56.3315,25.2769,4294957,2961160,1333797,294604,248050,174381,27019,32.83104060732143,0.16466780181036195,12643,11.578311700103558
Sharjah,55.391,25.3225,3730582,2572052,1158530,114917,84329,19976,149068,36.74623671949978,1.2865928861724416,11388,13.968515329219013
Sharjah,55.391,25.3225,3494567,2409331,1085236,84259,182642,167567,229723,39.256911220632496,1.2208686066380088,27016,6.891961681055376
Sharjah,55.391,25.3225,820473,565675,254798,75825,155342,238633,196018,30.53646544488636,0.16555068309094179,16082,6.348944911352144
Sharjah,55.391,25.3225,3637830,2508104,1129726,165256,106222,114882,298205,31.026987241251348,0.3309702888616109,18766,13.141235787625543
Ras Al Khaimah,55.9486,25.7915,3578440,2467157,1111283,166387,80238,257077,152308,28.93937755097847,0.22969206793805566,13092,7.675606622232386
Umm Al Quwain,55.564,25.5225,3520590,2427273,1093317,168701,50228,233207,139774,37.9195043609365,1.3488867846890258,27938,10.822524329294238
Ras Al Khaimah,55.9486,25.7915,3659922,2523335,1136587,96670,36952,78529,107836,39.32676695424212,0.9774029308543822,22931,11.2300036095324
Ras Al Khaimah,55.9486,25.7915,3758662,2591411,1167251,107079,42706,271528,56938,32.87986246218103,0.5035528470983907,11498,6.823843025171202
Dubai,55.2708,25.2768,1846114,1272804,573310,203601,81675,239199,289000,26.906296076314103,0.3136931738142721,19336,5.968844266808045
Dubai,55.2708,25.2768,2732776,1884114,848662,25383,158064,12187,127889,32.068876164591565,0.9819098353615113,26117,8.832376489217356
Ajman,55.5136,25.4052,2563152,1767166,795986,16901,86552,259684,31157,31.295883313746828,0.23787412959079315,26652,8.979344616725186
Sharjah,55.391,25.3225,4944107,3408717,1535390,193184,284018,201308,111816,30.705416496650347,1.2371601151598735,19459,5.112954050748344
Abu Dhabi,54.366,24.4539,2383939,1643608,740331,11883,54250,295472,228569,26.182889629480506,1.23320612942159,22644,6.967341395214469
Sharjah,55.391,25.3225,4711672,3248465,1463207,69904,241952,154762,111411,28.028445851731497,0.8624957937975154,19284,12.529726881955451
Ajman,55.5136,25.4052,3758103,2591026,1167077,197190,52609,232464,244674,31.306776596230993,1.1501857981777996,12883,9.824575897375373
Dubai,55.2708,25.2768,1078630,743662,334968,83056,219644,282394,202737,27.40551466491651,0.39070914726680916,17902,13.776004890669233
Dubai,55.2708,25.2768,554246,382125,172121,189730,86841,117869,100857,38.86369321055839,1.2659932714180382,19835,9.815320528851974
Dubai,55.2708,25.2768,4151369,2862164,1289205,292090,279550,131878,242407,39.15666723600219,0.850225788013316,12183,9.179076531886583
Sharjah,55.391,25.3225,1992727,1373886,618841,38922,147995,137729,181086,26.578093745436842,0.8868732400791058,15022,12.123648948979405
Dubai,55.2708,25.2768,3798955,2619191,1179764,294752,288919,145483,174263,25.74958833323585,0.8389886263588479,25787,10.245932976231032
Ras Al Khaimah,55.9486,25.7915,4300045,2964668,1335377,58079,75123,174675,191727,27.635226310682008,1.4116028230137396,26663,5.196295592646135
Dubai,55.2708,25.2768,2532350,1745930,786420,228266,69509,182585,254592,32.56826651808133,1.2788843636918907,23470,11.56974426384785
Sharjah,55.391,25.3225,3872034,2669576,1202458,13751,258144,62650,136588,30.554697845785824,1.4373392777271734,20412,10.623758303039821
Ras Al Khaimah,55.9486,25.7915,1385657,955342,430315,17910,170770,269300,20798,31.604115014379676,0.7670170406390096,29631,14.19144426350456
Fujairah,56.3315,25.2769,2383271,1643147,740124,292169,66921,125275,27367,27.664953909943538,0.8284985846253909,19918,8.614726051075763
Ras Al Khaimah,55.9486,25.7915,538844,371506,167338,246452,145202,245345,28919,25.39805839171096,1.4163907696309417,10169,5.379142729703132
Abu Dhabi,54.366,24.4539,3625393,2499529,1125864,24292,297337,135671,205237,30.12055012300408,1.1313585771267363,21775,10.175850781864568
Abu Dhabi,54.366,24.4539,423543,292011,131532,130038,192270,24235,161531,30.051823187262507,0.49264125303648,15423,7.934015681183297
Abu Dhabi,54.366,24.4539,271328,187067,84261,129474,166947,205790,137196,35.79699105054273,0.7503072777789289,27540,11.846926320888167
Umm Al Quwain,55.564,25.5225,4388695,3025788,1362907,112736,119012,159126,198616,32.164615948091075,1.4507159559558327,13281,13.196110970174322
Ras Al Khaimah,55.9486,25.7915,4319636,2978175,1341461,42368,291201,117969,243383,36.90051131174992,1.2287890026327637,20655,8.013572575123272
Sharjah,55.391,25.3225,1657342,1142655,514687,201560,176632,263641,274625,37.1713751090987,0.19075819932487553,25095,5.223933505590704
Sharjah,55.391,25.3225,3280273,2261586,1018687,89285,109004,150356,112056,31.725068943138677,1.1755331351350695,13533,7.160846983455973
Ajman,55.5136,25.4052,3077949,2122093,955856,223747,187343,252050,286482,27.78874869002591,0.46225289145616266,10119,13.547885967333567
Fujairah,56.3315,25.2769,2228049,1536129,691920,231273,19659,208207,159708,33.42633481762731,0.7949309161993822,18872,10.150807745712711
Dubai,55.2708,25.2768,1719740,1185675,534065,81737,94501,100025,93328,33.8604379074293,0.8398936075886275,23956,9.786369708061862
Umm Al Quwain,55.564,25.5225,538183,371050,167133,65634,138141,114800,236935,36.05609778566689,1.32387749368508,18314,9.856119024208732
Fujairah,56.3315,25.2769,3496569,2410711,1085858,48379,79605,98096,143365,39.69155607175167,1.1163450871682026,28428,5.19452355475198
Umm Al Quwain,55.564,25.5225,2099632,1447592,652040,234241,264462,249834,37504,37.16073470797388,0.1305161512823141,17683,9.962523963201159
Dubai,55.2708,25.2768,2457172,1694098,763074,110380,277587,284749,174562,39.87463278135502,0.7452844359550085,17066,6.010803759564588
Ras Al Khaimah,55.9486,25.7915,683465,471215,212250,110563,140762,231044,69442,36.410691795375534,0.6841779707371363,24031,8.983760507036985
Umm Al Quwain,55.564,25.5225,488821,337017,151804,218372,285173,238911,218562,36.56714271035943,0.11683888806460832,13540,8.306268135085489
Ras Al Khaimah,55.9486,25.7915,1645061,1134188,510873,201462,58526,199653,225596,31.745179518572137,1.4470265361189176,27241,12.23176562033535
Sharjah,55.391,25.3225,2647649,1825423,822226,109223,34590,105718,26597,28.857254709323076,0.8331804051651449,22920,6.1884947643563955
Dubai,55.2708,25.2768,1861369,1283322,578047,91676,80438,167802,132374,37.89423516362538,0.8813925952659852,21533,10.65588246388172
Umm Al Quwain,55.564,25.5225,4712601,3249105,1463496,180246,246393,249071,45522,38.20282885134179,1.3664259672753678,16462,10.659605527829743
Fujairah,56.3315,25.2769,1931095,1331394,599701,190014,232856,86165,255305,26.322128161505084,1.4675395311009354,13242,14.679918588826643
Dubai,55.2708,25.2768,4969363,3426130,1543233,210886,26194,213597,202136,31.933143429724147,0.5732628182118988,26342,11.724261278312042
Ras Al Khaimah,55.9486,25.7915,1773959,1223057,550902,197302,93836,120730,117040,35.08770636383817,0.43174457112240083,12794,10.366384953875192
Fujairah,56.3315,25.2769,653727,450712,203015,104765,76913,142557,240338,38.44437070835747,0.9959943848886558,22339,11.416552610857117
Abu Dhabi,54.366,24.4539,3132328,2159585,972743,134961,129307,28696,248371,35.417709376454326,0.4065494694020523,22806,8.23455991002416
Sharjah,55.391,25.3225,2680918,1848360,832558,67881,151514,98265,32024,25.276476342871646,1.3593054047578752,17294,12.884235112796313
Umm Al Quwain,55.564,25.5225,1217717,839555,378162,73986,102832,275464,253169,28.393949528293874,0.9750822282583337,14595,11.60369265285018
Dubai,55.2708,25.2768,3274975,2257933,1017042,242295,210188,211780,24986,39.85560777789173,1.3469860674581517,27015,5.919406816387544
Sharjah,55.391,25.3225,2338182,1612061,726121,210781,87038,20871,36681,33.64683551017667,0.9126981977771886,12551,7.399678506470403
Fujairah,56.3315,25.2769,3037485,2094195,943290,29401,278764,173063,196633,29.289923335527455,1.0663443221333406,14806,6.95921201661492
Ras Al Khaimah,55.9486,25.7915,120705,83220,37485,51747,16238,211939,249813,28.516551195386356,1.4561967691408255,21042,7.240293581720981
Umm Al Quwain,55.564,25.5225,3038196,2094686,943510,89218,148660,237662,228877,29.07203320983585,0.4484903380933335,24322,12.789169085499303
Abu Dhabi,54.366,24.4539,4931901,3400302,1531599,81634,31437,35169,156608,37.847210623902015,1.0182606728644272,24697,12.139390025080862
Fujairah,56.3315,25.2769,833592,574720,258872,144997,168010,135233,163031,26.168862530388598,0.2746422957578766,22452,11.658620597924147
Ras Al Khaimah,55.9486,25.7915,2803044,1932560,870484,191164,58624,64161,269403,32.46931872954763,0.9018439089851357,13636,5.260824183619469
Dubai,55.2708,25.2768,2010442,1386100,624342,146948,24802,184134,12891,30.840543658048947,1.4390523507553477,16250,6.298127649046106
Dubai,55.2708,25.2768,1351379,931709,419670,270880,253869,217248,180189,29.850066456366097,0.9333216864421064,11405,6.886691671403272
Abu Dhabi,54.366,24.4539,2263240,1560392,702848,227405,255340,177211,132477,25.850159605592047,0.31880583487053116,15722,12.836478931003276
Fujairah,56.3315,25.2769,3011725,2076435,935290,60798,185160,25629,132243,25.134653701257992,0.2427984166861939,21813,9.717324058366117
Ras Al Khaimah,55.9486,25.7915,498645,343791,154854,54384,220834,73723,37302,35.430597021031105,0.7032426222080902,21360,5.756004764957733
Umm Al Quwain,55.564,25.5225,2642644,1821972,820672,152332,210783,288559,216037,28.546163201707884,0.6670600770423243,27846,13.432225626599791
Dubai,55.2708,25.2768,685092,472337,212755,35814,107928,192107,59742,28.51987167231976,0.36311673459176796,15932,13.597208666355655
Abu Dhabi,54.366,24.4539,4127050,2845397,1281653,126991,153640,102338,134938,32.566054124955926,0.9132547992268044,13631,14.773967060182004
Dubai,55.2708,25.2768,3595254,2478750,1116504,208735,64740,164766,179381,30.674220133104885,1.2100924580747676,19333,9.36135364875975
Sharjah,55.391,25.3225,332560,229283,103277,150169,236019,261332,267200,26.827782063302546,1.2337156881589444,28939,9.694926581647877
Umm Al Quwain,55.564,25.5225,3347626,2308022,1039604,189992,282111,201512,148356,38.356931901199054,0.7419567943201213,14327,10.70555712807742
Ras Al Khaimah,55.9486,25.7915,2429194,1674809,754385,260914,44622,161136,204968,38.758675030361005,0.82491400382212,25651,7.4373401265142185
Fujairah,56.3315,25.2769,4886279,3368848,1517431,68950,183380,101129,289236,29.641651285682567,0.1721538913687073,13967,11.196217429464136
Ras Al Khaimah,55.9486,25.7915,1489743,1027104,462639,130068,246792,235830,170040,31.92390013814044,1.1535402045735557,20613,9.740512870741735
Fujairah,56.3315,25.2769,1871779,1290499,581280,10658,129821,56366,83032,33.70591431326963,0.8583284748152056,17381,14.763717963851054
Umm Al Quwain,55.564,25.5225,2947762,2032336,915426,32444,135559,173595,43281,30.220167586316684,0.7265795095203587,12103,11.119903080889763
Fujairah,56.3315,25.2769,3209460,2212764,996696,101443,207584,118733,85477,30.806924666320178,1.1323499997644721,20173,14.120691133490222
Umm Al Quwain,55.564,25.5225,667474,460190,207284,136827,288834,13433,216767,36.59210350324017,0.7909659854204727,24020,6.981194816384417
Sharjah,55.391,25.3225,4608823,3177555,1431268,77703,118600,86809,209380,34.31866268973364,1.090832393251153,16534,5.469702865586347
Sharjah,55.391,25.3225,2007621,1384155,623466,289147,85150,176344,20764,35.42694921289687,0.591107778091931,25727,10.834587524260204
Abu Dhabi,54.366,24.4539,3356534,2314164,1042370,177853,164378,169917,146294,33.4175005005933,0.6442473481629502,24850,8.743679575453953
Umm Al Quwain,55.564,25.5225,4948035,3411425,1536610,229486,121073,28976,162443,25.814856597216696,1.3157237620825062,29487,13.929106460150827
Sharjah,55.391,25.3225,1377761,949898,427863,230339,198049,137059,281174,35.76179990821929,0.9136768711126256,10539,7.598675907575555
Ras Al Khaimah,55.9486,25.7915,2510134,1730613,779521,124553,196611,60406,185443,27.530352044990412,0.4204559822354943,27182,11.808532050047273
Fujairah,56.3315,25.2769,2273301,1567328,705973,69395,71614,219442,269000,25.429916268110325,0.6579941783562625,27006,11.660633991443559
Ajman,55.5136,25.4052,2518636,1736475,782161,221310,84104,117258,54794,35.06174026699815,1.2807961906311958,11085,9.012270566684188
Ras Al Khaimah,55.9486,25.7915,1916220,1321139,595081,273766,294242,166063,115850,38.162687843955894,1.4189025826120845,11137,6.160751793825011
Ras Al Khaimah,55.9486,25.7915,2357627,1625467,732160,60749,157074,189144,142174,36.48169368543472,0.74095518317038,24647,14.403246037679802
Abu Dhabi,54.366,24.4539,2078501,1433023,645478,217035,117889,221140,294677,34.236053864292295,1.0671855830811907,27128,6.03172608503741
Umm Al Quwain,55.564,25.5225,3415241,2354640,1060601,133775,211046,245374,226098,36.69660870437046,0.9126035360176332,12384,6.306722513773554
Abu Dhabi,54.366,24.4539,956491,659453,297038,11277,202655,99290,63060,34.98210505307843,0.8490930749142109,12014,11.9417436916148
Dubai,55.2708,25.2768,1843409,1270939,572470,44192,125493,147954,119501,25.6311230608716,1.3163905329843608,14411,9.610772740449184
Dubai,55.2708,25.2768,4494564,3098780,1395784,197749,184421,178376,299014,25.711526165204564,0.5539278939055456,11716,6.456849147609521
Ajman,55.5136,25.4052,4746185,3272260,1473925,196904,171537,84180,88467,31.341882895549542,1.3649960539376307,23552,8.989240176981554
Sharjah,55.391,25.3225,625109,430981,194128,287239,203399,49034,172390,34.82809137443158,0.9448101695556094,14922,6.480535974957036
Ras Al Khaimah,55.9486,25.7915,3499327,2412613,1086714,28684,91245,199257,280161,35.781065862662224,0.6743355576831003,24028,14.116381863986886
Ras Al Khaimah,55.9486,25.7915,4686893,3231381,1455512,101297,278475,44800,243326,34.50000216221085,0.3800345792994625,20397,10.610369470911404
Abu Dhabi,54.366,24.4539,2778921,1915928,862993,10978,165189,184616,178089,34.024061093954955,1.4139188862298773,16103,7.580169697745207
Sharjah,55.391,25.3225,579601,399606,179995,257710,199995,196463,193702,36.247240237621895,0.7847851798630574,12415,8.629862466831012
Ajman,55.5136,25.4052,3288882,2267521,1021361,59516,185644,33846,24721,34.780453469031634,0.6362029150007118,28420,12.861572975997163
Sharjah,55.391,25.3225,156376,107813,48563,281258,153941,163543,59108,29.305344137292884,0.3516137413567928,14989,6.897061071127019
Ajman,55.5136,25.4052,2585046,1782261,802785,124889,299357,50115,25365,39.53305557382127,0.7397736567519098,13962,12.721781979932269
Fujairah,56.3315,25.2769,1153093,795000,358093,282595,127516,92546,99755,29.54298800305425,0.2871962184608631,27058,13.801619779735853
Umm Al Quwain,55.564,25.5225,260481,179588,80893,211790,80796,11200,139808,35.147264550217,0.914291626168107,24010,12.738596796282618
Sharjah,55.391,25.3225,2933439,2022461,910978,27164,223836,292626,41648,28.86788948234351,0.3788190776288952,11880,14.10696564720245
Ajman,55.5136,25.4052,4481970,3090097,1391873,239837,240772,274809,187212,33.66891434912755,1.391655022964341,15247,12.768527511205221
Ajman,55.5136,25.4052,3999808,2757670,1242138,178784,286375,250351,238525,32.35090268367143,1.2741141091969654,25168,14.839248278224362
Sharjah,55.391,25.3225,1139533,785651,353882,138857,58376,220418,74489,26.640380927277484,0.2658768454866525,13689,7.497087065875274
Ajman,55.5136,25.4052,1741473,1200659,540814,197392,80434,46500,78562,33.00316956867832,1.115880343903614,27204,6.880874318791169
Umm Al Quwain,55.564,25.5225,4378641,3018856,1359785,267116,167229,152801,146930,25.204377933893714,0.2015430330425626,26812,9.575662532155622
Sharjah,55.391,25.3225,3029790,2088890,940900,242995,115629,295058,248102,27.57073149176861,0.8743746567465817,22909,11.703921454311397
Umm Al Quwain,55.564,25.5225,1592783,1098145,494638,28994,103533,222313,180428,39.46159432310206,0.884227104148259,24152,9.75946490800736
Ajman,55.5136,25.4052,2464941,1699455,765486,277318,19361,194664,10658,29.23830320035041,1.100612300105915,24673,12.842890541467352
Fujairah,56.3315,25.2769,3634991,2506146,1128845,267763,287928,46951,234241,27.607782358500987,1.12692438365851,29018,10.92059577584137
Dubai,55.2708,25.2768,3971085,2737867,1233218,164437,196436,90773,102922,32.32985455325035,1.4448303354503307,23343,14.198037780915426
Sharjah,55.391,25.3225,4941520,3406934,1534586,40491,74345,182589,92253,36.74461345808773,0.6534962757511132,29237,7.3886933397496
Ajman,55.5136,25.4052,2756018,1900138,855880,191085,106491,37219,92184,31.03164158758456,0.549961478512615,21006,11.681300383278268
Dubai,55.2708,25.2768,4344088,2995034,1349054,139031,19497,74049,25918,35.09028401971619,0.9730388728723649,16577,11.375975489372527
Umm Al Quwain,55.564,25.5225,972007,670150,301857,165314,31123,81189,253458,29.0119169407388,1.4568686498575372,16981,6.451122965320338
Ajman,55.5136,25.4052,234188,161461,72727,25227,216392,246578,129306,36.73415139842623,1.4595816083041762,23438,11.168362740495816
Ajman,55.5136,25.4052,893653,616129,277524,246522,143557,147001,74930,33.71881572906121,0.4290941123513412,13108,12.754211759970463
Ajman,55.5136,25.4052,4426738,3052017,1374721,115596,42199,227075,174799,34.881339884416185,0.5246842551617596,20934,13.78963591900137
Ras Al Khaimah,55.9486,25.7915,4215549,2906412,1309137,155103,112790,130621,77642,27.814405666214988,1.299649103896739,27839,10.829751079876887
Dubai,55.2708,25.2768,2224540,1533710,690830,144538,151932,196593,158784,28.88665069303319,0.24076329710878447,11986,12.617569750445993
Dubai,55.2708,25.2768,2861988,1973199,888789,13417,252912,77559,245082,39.92603755862137,0.6077975347058696,11645,9.929211169645914
Dubai,55.2708,25.2768,1175911,810732,365179,158201,108104,56043,97550,29.52847726716199,1.2648119853029718,16854,5.444486956830266
Sharjah,55.391,25.3225,3288950,2267568,1021382,202976,289229,252676,75687,27.034314720906302,1.1346192973848273,28264,9.64478601809027
Umm Al Quwain,55.564,25.5225,2819689,1944036,875653,175949,21303,146689,266814,37.480782557854056,1.3926443482184327,21872,13.70148058161334
Ras Al Khaimah,55.9486,25.7915,2205934,1520882,685052,28781,41163,62910,210730,39.17894465892783,1.2674169696069986,26378,12.452187283345065
Dubai,55.2708,25.2768,2984649,2057768,926881,280866,148850,277550,254001,33.63264292447905,0.7618269986637158,28941,6.198670223533832
Ras Al Khaimah,55.9486,25.7915,1127827,777581,350246,177815,19879,168054,115304,27.289343229590735,0.27618167191182097,28750,11.976211494413558
Abu Dhabi,54.366,24.4539,1206511,831829,374682,224917,255808,64230,66431,35.9228900442714,1.0390252236920356,12476,9.501302289001886
Umm Al Quwain,55.564,25.5225,1194915,823834,371081,174764,287133,152359,110473,30.777733545610587,1.3284227840958096,18907,7.951451989982422
Umm Al Quwain,55.564,25.5225,1679182,1157713,521469,71285,222415,268918,74704,37.61023417578967,1.145214685207618,14831,11.620795857654223
Umm Al Quwain,55.564,25.5225,4530615,3123635,1406980,174704,29300,185653,279474,31.0848584913458,0.44912507909397814,14084,14.864682243501475
Sharjah,55.391,25.3225,3804682,2623140,1181542,208080,18336,126086,271979,32.33785098320019,1.2318674195325838,27716,7.041851773477101
Abu Dhabi,54.366,24.4539,1525749,1051928,473821,271285,33028,15722,29499,32.04520693888756,0.2784981162223552,22288,9.285064647346864
Fujairah,56.3315,25.2769,932295,642771,289524,38704,230177,166803,278454,25.20493010853357,0.2858020474998625,11807,11.239065917944462
Fujairah,56.3315,25.2769,102905,70947,31958,187832,283012,10373,221498,33.67823152724226,0.279662533587011,11650,8.578460406680442
Ras Al Khaimah,55.9486,25.7915,1588357,1095093,493264,297498,217464,258602,139057,34.63514355040691,1.4020120825111406,20096,14.76012633161125
Sharjah,55.391,25.3225,2366853,1631828,735025,70231,257157,267377,239173,25.63062707401358,0.5735023246947594,19886,13.856027773378749
Dubai,55.2708,25.2768,1933816,1333270,600546,19513,291591,23092,293541,35.42464367612031,0.6684550218615682,14084,10.966897851510783
Dubai,55.2708,25.2768,2562336,1766604,795732,69246,197715,68545,187899,36.15402169289651,0.6590102553271193,15556,5.756279284989315
Abu Dhabi,54.366,24.4539,1440769,993339,447430,219112,184544,294059,239984,34.32672104247423,0.3509386141607137,12418,7.689407101217636
Fujairah,56.3315,25.2769,4911663,3386349,1525314,213924,71365,95903,217758,32.142889036657046,1.1580039279807508,22911,13.207515391803309
Ajman,55.5136,25.4052,1545238,1065365,479873,240603,236860,196716,154947,33.128900431025116,0.15211430049225985,25959,9.848695031534152
Ras Al Khaimah,55.9486,25.7915,1693360,1167488,525872,271069,33750,205197,11582,38.11780420843423,0.9504772887313953,12407,12.446183930174671
Abu Dhabi,54.366,24.4539,3997130,2755823,1241307,154969,167707,117174,246087,33.95066984380543,0.3031433768223514,11864,12.816002120595268
Abu Dhabi,54.366,24.4539,2731929,1883530,848399,86206,210773,146884,53477,38.716051130032234,1.2885106712140744,26395,6.7858212827906375
Umm Al Quwain,55.564,25.5225,478433,329855,148578,114792,140842,29190,164291,25.57099124674348,0.27616836354484486,13798,14.617083151941618
Dubai,55.2708,25.2768,4602134,3172944,1429190,298847,91506,58440,109498,31.230196216434287,1.2428756684418845,15058,6.537805668735705
Dubai,55.2708,25.2768,3214868,2216492,998376,11600,52972,273658,212458,28.6102247000387,0.7071007154177473,28060,11.575092178045493
Sharjah,55.391,25.3225,2459707,1695846,763861,113115,224243,88025,161346,31.993874965264524,0.5926667528773338,27150,11.316397011598404
Dubai,55.2708,25.2768,1958906,1350568,608338,145434,188381,16885,277432,39.044220452309155,0.5610227823775416,23729,5.438407997584366
Abu Dhabi,54.366,24.4539,4972588,3428353,1544235,128975,218193,260699,243491,28.76550522113678,1.051215406639883,20707,9.369875390345689
Dubai,55.2708,25.2768,4952859,3414751,1538108,19434,233827,179261,187477,25.67548445142348,0.7437718688851136,13888,13.883018951934464
Umm Al Quwain,55.564,25.5225,3575703,2465270,1110433,116160,155252,119519,160107,37.850593775188614,0.48900204959805815,12641,10.920012856977536
Ras Al Khaimah,55.9486,25.7915,3696937,2548855,1148082,289519,120975,252141,204343,25.863435361989445,0.566981974416134,11811,7.688578268805868
Umm Al Quwain,55.564,25.5225,3572903,2463340,1109563,242371,14137,216139,165602,29.3836609908439,0.853195911450874,14849,8.748439891978073
Umm Al Quwain,55.564,25.5225,1130153,779184,350969,184787,61906,246616,283591,33.55566522546918,0.9881395894879814,19545,13.134374778540355
Abu Dhabi,54.366,24.4539,3194807,2202661,992146,278109,198764,249956,143277,34.43028386614872,0.3412650543324902,15901,12.705495519620861
Dubai,55.2708,25.2768,4810916,3316889,1494027,254363,97821,118258,180967,29.140913530541223,0.8748822407178981,18070,8.784446264342149
Abu Dhabi,54.366,24.4539,2343665,1615841,727824,146485,270316,178159,81243,39.927922876180965,1.416097750873207,18899,6.94282703605734
Ras Al Khaimah,55.9486,25.7915,1055304,727580,327724,287182,261943,276903,135948,31.998014875627987,0.9725004799066505,15787,9.029822248137007
Ras Al Khaimah,55.9486,25.7915,236476,163038,73438,16941,213218,23432,139595,27.106650864040077,0.8291665730653666,28272,10.928897351821202
Umm Al Quwain,55.564,25.5225,284462,196122,88340,211627,209283,220505,116889,28.95416737547422,0.46266814648258237,22690,6.370965898953006
Ras Al Khaimah,55.9486,25.7915,4826594,3327698,1498896,199303,125379,62600,228550,36.326357195279314,1.4658174764344643,14406,12.389051434463376
Ajman,55.5136,25.4052,3251967,2242070,1009897,230035,59949,55889,119974,32.184531809623074,0.8969450169836765,20725,8.942728636195513
Dubai,55.2708,25.2768,3002490,2070068,932422,108104,144057,159133,196197,37.53625978919371,0.21335706466665383,17486,7.830006998377071
Ras Al Khaimah,55.9486,25.7915,4558783,3143055,1415728,252907,240019,257571,230632,34.2101792393924,0.6323137332325184,16308,13.486725495888827
Ajman,55.5136,25.4052,2155084,1485824,669260,291754,296216,213090,99119,36.021481733354534,0.6289955034324072,22760,12.99063201714672
Dubai,55.2708,25.2768,4439076,3060523,1378553,42546,139225,239670,216496,27.59994769748738,0.8832251112497568,18288,5.045174576830477
Abu Dhabi,54.366,24.4539,2278499,1570912,707587,48881,177627,218362,42764,25.070627559786058,0.554391870121084,28904,6.35800679669448
Fujairah,56.3315,25.2769,3293984,2271039,1022945,214637,206876,234555,289798,31.706084150096636,0.7330397689704775,14893,11.817556643399417
Ajman,55.5136,25.4052,4738201,3266755,1471446,41876,248486,12809,25321,25.373170553405426,0.24031590153037177,24332,12.317277650914544
Abu Dhabi,54.366,24.4539,3143229,2167101,976128,240402,256359,146960,182224,38.33843033032828,0.3213260044643644,20530,12.345952368746175
Ajman,55.5136,25.4052,3756489,2589913,1166576,204558,188270,56804,255141,32.73001941035115,1.2261923922211015,29857,10.86375756620749
Sharjah,55.391,25.3225,1078665,743686,334979,214231,194509,239341,279301,35.868611721506234,1.1469661014878503,20044,11.944816975439181
Sharjah,55.391,25.3225,2976464,2052125,924339,88573,201141,143676,167925,30.458538541051766,1.0146316974371419,15492,8.783086929748773
Fujairah,56.3315,25.2769,985094,679173,305921,191698,296839,168771,33183,37.83013477154272,0.40859701854389197,13828,10.04825356545067
Dubai,55.2708,25.2768,1941358,1338470,602888,232186,81996,27183,12737,39.71080531531268,1.0712180699398377,21929,10.535137437552237
Dubai,55.2708,25.2768,1477206,1018460,458746,297666,48493,259756,164292,31.465439438389613,0.8322334598242938,23374,6.112285780120841
Umm Al Quwain,55.564,25.5225,1191006,821139,369867,134650,101654,298185,252041,35.371849091075234,0.6247430356151422,23554,12.591172829297712
Abu Dhabi,54.366,24.4539,3944558,2719578,1224980,58291,266673,124571,198688,25.380768168743405,1.3689156382235133,24721,10.199043975285925
Fujairah,56.3315,25.2769,3909123,2695147,1213976,199453,176758,67867,212827,36.320671731346955,0.15912106090140382,16115,6.328251738659939
Umm Al Quwain,55.564,25.5225,1758252,1212227,546025,32518,233511,88501,265899,39.780698413192425,0.4869822909221294,25769,8.534153616896926
Ras Al Khaimah,55.9486,25.7915,4934883,3402358,1532525,240308,234654,251418,110610,36.4498491353994,1.1538826252083088,24153,7.665206068028515
Ajman,55.5136,25.4052,2070927,1427801,643126,47237,290322,242647,222873,26.12760302074593,1.4771203216501616,23919,7.9583834314127175
Abu Dhabi,54.366,24.4539,1297702,894701,403001,117390,176809,260691,207099,32.250644098757256,0.20149825849785172,19496,9.903395413979105
Ajman,55.5136,25.4052,1490747,1027796,462951,203918,239780,62532,251864,29.68785629017688,1.2037020327464643,11925,8.654449694426763
Ras Al Khaimah,55.9486,25.7915,2306903,1590495,716408,213904,290603,133300,209715,29.546828028177934,0.7934054385169746,27194,8.241989382348608
Umm Al Quwain,55.564,25.5225,438628,302412,136216,93209,254872,34620,211089,26.032311402851857,0.5199244091020798,13253,10.171557746248862
Umm Al Quwain,55.564,25.5225,2093006,1443024,649982,98200,136752,247618,128518,32.522715769876584,0.709194714151465,11256,13.17450745877909
Fujairah,56.3315,25.2769,1845782,1272575,573207,91816,254578,251552,139650,36.89838996605776,0.5462838110008428,20553,8.063874169508214
Ras Al Khaimah,55.9486,25.7915,3134170,2160855,973315,80570,123455,247630,201577,39.32258329193218,1.1555589166487361,29713,11.525739411480085
Ajman,55.5136,25.4052,4545528,3133917,1411611,241633,284306,50696,12677,26.639778188438115,0.5042497037083444,18138,6.207385343837094
Abu Dhabi,54.366,24.4539,3467422,2390616,1076806,239946,175872,119374,125813,37.12213552842779,1.144962250902081,28584,9.41491892583461
Dubai,55.2708,25.2768,1626920,1121681,505239,181923,235965,45085,76153,39.319337545084814,0.18244798851192226,28759,6.374456921475019
Sharjah,55.391,25.3225,4754875,3278251,1476624,294306,234138,183576,187920,33.283676412703514,0.4889266835185284,25468,8.621041275101227
Dubai,55.2708,25.2768,3952697,2725189,1227508,197998,100663,44750,109998,28.59390636716674,0.6835050733174037,19042,10.307033913215669
Abu Dhabi,54.366,24.4539,4061177,2799981,1261196,98232,85137,41917,86686,31.978540798626987,0.3484912814707088,22843,6.2616470327227365
Fujairah,56.3315,25.2769,2146277,1479752,666525,70308,94472,198393,210286,26.728123313368073,0.7353672125838592,11896,10.588615805806764
